icd_code,icd_title
S92524A,"Nondisp fx of middle phalanx of right lesser toe(s), init"
R455,Hostility
M349,"Systemic sclerosis, unspecified"
J151,Pneumonia due to Pseudomonas
M2560,"Stiffness of unspecified joint, not elsewhere classified"
T23222A,"Burn second degree of single l finger except thumb, init"
T1491,Suicide attempt
T2020XA,"Burn second degree of head, face, and neck, unsp site, init"
T22152A,"Burn of first degree of left shoulder, initial encounter"
T22151A,"Burn of first degree of right shoulder, initial encounter"
T2612XA,"Burn of cornea and conjunctival sac, left eye, init encntr"
S02413A,"LeFort III fracture, initial encounter for closed fracture"
S92332A,"Disp fx of third metatarsal bone, left foot, init"
W16722A,"Jump/div from boat striking bottom causing oth injury, init"
F3110,"Bipolar disord, crnt episode manic w/o psych features, unsp"
T23152A,"Burn of first degree of left palm, initial encounter"
T23132A,"Burn first deg mult left fingers (nail), not inc thumb, init"
K5903,Drug induced constipation
S60421A,"Blister (nonthermal) of left index finger, initial encounter"
S60321A,"Blister (nonthermal) of right thumb, initial encounter"
C329,"Malignant neoplasm of larynx, unspecified"
Y840,"Cardiac catheterization cause abn react/compl, w/o misadvnt"
S63044A,"Dislocation of carpometacarpal joint of right thumb, init"
K5712,Dvtrcli of sm int w/o perforation or abscess w/o bleeding
W5511XA,"Bitten by horse, initial encounter"
M50121,Cervical disc disorder at C4-C5 level with radiculopathy
I201,Angina pectoris with documented spasm
S52271A,"Monteggia's fracture of right ulna, init for clos fx"
L89102,"Pressure ulcer of unspecified part of back, stage 2"
L89152,"Pressure ulcer of sacral region, stage 2"
T368X1A,"Poisoning by oth systemic antibiotics, accidental, init"
T382X5A,"Adverse effect of antithyroid drugs, initial encounter"
S52302A,"Unsp fracture of shaft of left radius, init for clos fx"
F1011,"Alcohol abuse, in remission"
S82232B,"Displ oblique fx shaft of l tibia, init for opn fx type I/2"
S82432B,"Displ oblique fx shaft of l fibula, init for opn fx type I/2"
S0030XA,"Unspecified superficial injury of nose, initial encounter"
S61011D,"Laceration w/o fb of right thumb w/o damage to nail, subs"
O98711,"Human immunodef virus disease comp preg, first trimester"
F3289,Other specified depressive episodes
K7011,Alcoholic hepatitis with ascites
T490X1A,"Poisoning by local antifung/infect/inflamm drugs, acc, init"
T2681XA,"Corrosions of oth parts of right eye and adnexa, init encntr"
W28XXXA,"Contact with powered lawn mower, initial encounter"
S36893A,"Laceration of other intra-abdominal organs, init encntr"
G908,Other disorders of autonomic nervous system
S82435A,"Nondisplaced oblique fracture of shaft of left fibula, init"
F19239,"Oth psychoactive substance dependence with withdrawal, unsp"
Y92511,Restaurant or cafe as place
G47419,Narcolepsy without cataplexy
Y92214,College as the place of occurrence of the external cause
H3530,Unspecified macular degeneration
D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants
L97421,Non-prs chr ulcer of left heel and midft lmt to brkdwn skin
S92902A,"Unsp fracture of left foot, init encntr for closed fracture"
O0001,Abdominal pregnancy with intrauterine pregnancy
M2769,Other endosseous dental implant failure
F331,"Major depressive disorder, recurrent, moderate"
J439,"Emphysema, unspecified"
G038,Meningitis due to other specified causes
M86172,"Other acute osteomyelitis, left ankle and foot"
S81802A,"Unspecified open wound, left lower leg, initial encounter"
R454,Irritability and anger
T2023XA,"Burn of second degree of chin, initial encounter"
T280XXA,"Burn of mouth and pharynx, initial encounter"
X088XXA,"Exposure to oth smoke, fire and flames, init encntr"
F11159,"Opioid abuse with opioid-induced psychotic disorder, unsp"
H04123,Dry eye syndrome of bilateral lacrimal glands
H11152,"Pinguecula, left eye"
C9112,Chronic lymphocytic leukemia of B-cell type in relapse
S68621A,"Partial traumatic trnsphal amputation of l idx fngr, init"
T24611A,"Corrosion of second degree of right thigh, initial encounter"
S63124A,"Dislocation of interphalangeal joint of right thumb, init"
M488X4,"Other specified spondylopathies, thoracic region"
W502XXA,"Accidental twist by another person, initial encounter"
S63092A,"Other subluxation of left wrist and hand, initial encounter"
S60351A,"Superficial foreign body of right thumb, initial encounter"
H5789,Other specified disorders of eye and adnexa
E232,Diabetes insipidus
S62661A,"Nondisp fx of distal phalanx of left index finger, init"
L03119,Cellulitis of unspecified part of limb
L02419,"Cutaneous abscess of limb, unspecified"
S62623B,"Disp fx of middle phalanx of left middle finger, 7thB"
L0109,Other impetigo
T23242A,"Burn of 2nd deg mul left fingers (nail), inc thumb, init"
S51041A,"Puncture wound with foreign body of right elbow, init encntr"
S61256A,"Open bite of right little finger w/o damage to nail, init"
S21132A,"Pnctr w/o fb of l frnt wl of thorax w/o penet thor cav, init"
Z9115,Patient's noncompliance with renal dialysis
V0500XA,"Ped on foot injured in clsn w rail trn/veh nontraf, init"
H53142,"Visual discomfort, left eye"
S34101A,"Unsp injury to L1 level of lumbar spinal cord, init encntr"
K6139,Other ischiorectal abscess
S62346A,"Nondisp fx of base of fifth MC bone, right hand, init"
O008,Other ectopic pregnancy
S62616B,"Disp fx of prox phalanx of r little finger, init for opn fx"
S62614A,"Disp fx of proximal phalanx of right ring finger, init"
S96912A,"Strain of unsp msl/tnd at ank/ft level, left foot, init"
M86142,"Other acute osteomyelitis, left hand"
M25872,"Other specified joint disorders, left ankle and foot"
I82501,Chronic embolism and thombos unsp deep veins of r low extrem
G373,Acute transverse myelitis in demyelinating disease of cnsl
M7632,"Iliotibial band syndrome, left leg"
L89891,"Pressure ulcer of other site, stage 1"
G2571,Drug induced akathisia
V4353XA,"Car driver injured in clsn w pick-up truck in traf, init"
M79676,Pain in unspecified toe(s)
E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene
Z4781,Encounter for orthopedic aftercare following surgical amp
W1840XA,"Slipping, tripping and stumbling w/o falling, unsp, init"
K839,"Disease of biliary tract, unspecified"
S63695A,"Other sprain of left ring finger, initial encounter"
M10021,"Idiopathic gout, right elbow"
O88211,"Thromboembolism in pregnancy, first trimester"
S66393A,"Inj extensor musc/fasc/tend l mid finger at wrs/hnd lv, init"
Z9861,Coronary angioplasty status
S68622A,"Partial traumatic trnsphal amputation of r mid finger, init"
O26851,"Spotting complicating pregnancy, first trimester"
T56892A,"Toxic effect of oth metals, intentional self-harm, init"
O4690,"Antepartum hemorrhage, unspecified, unspecified trimester"
S0922XA,"Traumatic rupture of left ear drum, initial encounter"
T82590A,"Mech compl of surgically created arteriovenous fistula, init"
Z91410,Personal history of adult physical and sexual abuse
K82A2,Perforation of gallbladder in cholecystitis
J3089,Other allergic rhinitis
I219,"Acute myocardial infarction, unspecified"
S128XXA,"Fracture of other parts of neck, initial encounter"
Y92230,Patient room in hospital as place
H938X2,Other specified disorders of left ear
S62291B,"Oth fx first metacarpal bone, right hand, init for opn fx"
W102XXA,"Fall (on)(from) incline, initial encounter"
I4901,Ventricular fibrillation
M4712,"Other spondylosis with myelopathy, cervical region"
M4803,"Spinal stenosis, cervicothoracic region"
Z9183,Wandering in diseases classified elsewhere
M00811,"Arthritis due to other bacteria, right shoulder"
S51811D,"Laceration w/o foreign body of right forearm, subs encntr"
S3339XA,"Dislocation of oth prt lumbar spine and pelvis, init encntr"
S32509A,"Unsp fracture of unsp pubis, init encntr for closed fracture"
Y079,Unspecified perpetrator of maltreatment and neglect
H18822,"Corneal disorder due to contact lens, left eye"
K55029,"Acute infarction of small intestine, extent unspecified"
F338,Other recurrent depressive disorders
C7972,Secondary malignant neoplasm of left adrenal gland
C7971,Secondary malignant neoplasm of right adrenal gland
Z201,Contact with and (suspected) exposure to tuberculosis
V493XXA,"Car occupant (driver) injured in unsp nontraf, init"
S37019A,"Minor contusion of unspecified kidney, initial encounter"
R100,Acute abdomen
T880XXA,"Infection following immunization, initial encounter"
S61213S,"Lac w/o fb of l mid finger w/o damage to nail, sequela"
W2209XS,"Striking against other stationary object, sequela"
K9289,Other specified diseases of the digestive system
S0191XA,"Laceration w/o foreign body of unsp part of head, init"
S52132A,"Disp fx of neck of left radius, init for clos fx"
S20412A,"Abrasion of left back wall of thorax, initial encounter"
S70212A,"Abrasion, left hip, initial encounter"
O031,Delayed or excessive hemor following incmpl spon abortion
S6000XA,"Contusion of unsp finger without damage to nail, init encntr"
K754,Autoimmune hepatitis
O8612,Endometritis following delivery
S9000XA,"Contusion of unspecified ankle, initial encounter"
S82291A,"Oth fracture of shaft of right tibia, init for clos fx"
S61253A,"Open bite of left middle finger w/o damage to nail, init"
S56911A,"Strain of unsp musc/fasc/tend at forarm lv, right arm, init"
S5000XA,"Contusion of unspecified elbow, initial encounter"
M20022,Boutonniere deformity of left finger(s)
Y841,"Kidney dialysis cause abn react/compl, w/o misadvnt"
L89151,"Pressure ulcer of sacral region, stage 1"
T4271XA,"Poisn by unsp antieplptc and sed-hypntc drugs, acc, init"
N503,Cyst of epididymis
S93512A,"Sprain of interphalangeal joint of left great toe, init"
O468X3,"Other antepartum hemorrhage, third trimester"
S62364A,"Nondisp fx of neck of fourth MC bone, right hand, init"
I8510,Secondary esophageal varices without bleeding
H6592,"Unspecified nonsuppurative otitis media, left ear"
M868X3,"Other osteomyelitis, forearm"
M2392,Unspecified internal derangement of left knee
K50014,Crohn's disease of small intestine with abscess
N135,Crossing vessel and stricture of ureter w/o hydronephrosis
K3532,"Acute appendicitis with perf and loc peritonitis, w/o abscs"
S81851A,"Open bite, right lower leg, initial encounter"
Q8901,Asplenia (congenital)
T22192A,"Burn 1st deg mult site of l shldr/up lmb, ex wrs/hnd, init"
T22191A,"Burn 1st deg mult sites of r shldr/up lmb, ex wrs/hnd, init"
E1042,Type 1 diabetes mellitus with diabetic polyneuropathy
T48202A,"Poisoning by unsp drugs acting on muscles, self-harm, init"
Y9284,Military training ground as place
S06899A,"Intcran inj w loss of consciousness of unsp duration, init"
S52512A,"Disp fx of left radial styloid process, init for clos fx"
L89894,"Pressure ulcer of other site, stage 4"
X998XXA,"Assault by other sharp object, initial encounter"
W3409XA,"Accidental discharge from oth firearms, init encntr"
H8190,"Unspecified disorder of vestibular function, unspecified ear"
A5401,"Gonococcal cystitis and urethritis, unspecified"
S82844A,"Nondisplaced bimalleolar fracture of right lower leg, init"
I6509,Occlusion and stenosis of unspecified vertebral artery
M5382,"Other specified dorsopathies, cervical region"
Z7952,Long term (current) use of systemic steroids
B3749,Other urogenital candidiasis
S32031A,"Stable burst fracture of third lumbar vertebra, init"
S68721A,"Partial traumatic transmetcrpl amp of right hand, init"
M4620,"Osteomyelitis of vertebra, site unspecified"
T366X5A,"Adverse effect of rifampicins, initial encounter"
R638,Other symptoms and signs concerning food and fluid intake
M26622,Arthralgia of left temporomandibular joint
K50913,"Crohn's disease, unspecified, with fistula"
Z4902,Encounter for fit/adjst of peritoneal dialysis catheter
D6862,Lupus anticoagulant syndrome
N924,Excessive bleeding in the premenopausal period
C4912,"Malig neoplm of conn and soft tiss of l upr limb, inc shldr"
S52571B,"Oth intartic fx lower end r radius, init for opn fx type I/2"
N912,"Amenorrhea, unspecified"
G8190,"Hemiplegia, unspecified affecting unspecified side"
J15211,Pneumonia due to methicillin suscep staph
S32471A,"Disp fx of medial wall of right acetabulum, init for clos fx"
S14101A,"Unsp injury at C1 level of cervical spinal cord, init encntr"
S53491A,"Other sprain of right elbow, initial encounter"
S01121A,"Laceration w fb of right eyelid and periocular area, init"
J0391,"Acute recurrent tonsillitis, unspecified"
F15251,Oth stimulant depend w stim-induce psych disorder w hallucin
F11251,Opioid depend w opioid-induc psychotic disorder w hallucin
S02651A,"Fracture of angle of right mandible, init"
F15921,"Other stimulant use, unspecified with intoxication delirium"
R710,Precipitous drop in hematocrit
G910,Communicating hydrocephalus
S72455A,"Nondisp suprcndl fx w/o intrcndl extn lower end l femr, init"
I6501,Occlusion and stenosis of right vertebral artery
V275XXA,"Mtrcy pasngr injured in clsn w statnry object in traf, init"
S62646A,"Nondisp fx of proximal phalanx of right little finger, init"
I97638,Postproc hematoma of a circ sys org fol other circ sys proc
T84498A,"Mech compl of internal orth devices, implnt and grafts, init"
S12091A,"Oth nondisp fx of first cervical vertebra, init for clos fx"
S12112A,"Nondisplaced Type II dens fracture, init for clos fx"
I70203,"Unsp athscl native arteries of extremities, bilateral legs"
V480XXA,"Car driver injured in nonclsn trnsp accident nontraf, init"
F1919,Oth psychoactive substance abuse w unsp disorder
T23261A,"Burn of second degree of back of right hand, init encntr"
L97828,Non-prs chronic ulcer oth prt l low leg with oth severity
L97818,Non-prs chronic ulcer oth prt r low leg with oth severity
V144XXA,"Pedl cyc driver injured in collision w hv veh in traf, init"
S62317A,"Disp fx of base of fifth metacarpal bone, left hand, init"
S92425A,"Nondisp fx of distal phalanx of left great toe, init"
T85631A,"Leakage of intraperitoneal dialysis catheter, init encntr"
I868,Varicose veins of other specified sites
M84550G,"Path fx in neopltc disease, pelvis, subs for fx w delay heal"
S32302A,"Unsp fracture of left ilium, init encntr for closed fracture"
V00831A,"Fall from motorized mobility scooter, initial encounter"
D472,Monoclonal gammopathy
O24112,"Pre-existing type 2 diabetes, in pregnancy, second trimester"
F10232,Alcohol dependence w withdrawal with perceptual disturbance
